,date,close,high,low,open,volume,adjClose,adjHigh,adjLow,adjOpen,adjVolume,divCash,splitFactor
58,2020-03-26T00:00:00.000Z,258.44,258.68,246.36,246.52,63140169,62.4528623071,62.5108590838,59.5336912165,59.5723557342,252560676,0.0,1.0
59,2020-03-27T00:00:00.000Z,247.74,255.87,247.05,252.75,51054153,59.8671726821,61.8318134906,59.7004319493,61.0778553944,204216612,0.0,1.0
60,2020-03-30T00:00:00.000Z,254.81,255.52,249.4,250.74,41994110,61.5756610605,61.7472348581,60.2683170538,60.5921323901,167976440,0.0,1.0
61,2020-03-31T00:00:00.000Z,254.29,262.49,252.0,255.6,49250501,61.4500013778,63.4315579128,60.8966154674,61.7665671169,197002004,0.0,1.0
62,2020-04-01T00:00:00.000Z,240.91,248.72,239.13,246.5,44054638,58.2166810804,60.1039928534,57.7865383203,59.5675226695,176218552,0.0,1.0
63,2020-04-02T00:00:00.000Z,244.93,245.15,236.9,240.34,41483493,59.188127089,59.2412908009,57.2476516041,58.0789387358,165933972,0.0,1.0
64,2020-04-03T00:00:00.000Z,241.41,245.7,238.97,242.8,32470017,58.3375076983,59.3742000807,57.7478738026,58.6734056964,129880068,0.0,1.0
65,2020-04-06T00:00:00.000Z,262.47,263.11,249.38,250.9,50455071,63.4267248481,63.5813829192,60.2634839891,60.6307969078,201820284,0.0,1.0
66,2020-04-07T00:00:00.000Z,259.43,271.7,259.0,270.8,50721831,62.6920990107,65.6571842162,62.5881881193,65.4396963039,202887324,0.0,1.0
67,2020-04-08T00:00:00.000Z,266.07,267.37,261.23,262.74,42223821,64.2966764977,64.6108257044,63.1270748355,63.4919712218,168895284,0.0,1.0
68,2020-04-09T00:00:00.000Z,267.99,270.07,264.7,268.7,40529123,64.7606507107,65.2632894416,63.9656115644,64.9322245083,162116492,0.0,1.0
69,2020-04-13T00:00:00.000Z,273.25,273.7,265.83,268.31,32755731,66.031746732,66.1404906882,64.238679721,64.8379797463,131022924,0.0,1.0
70,2020-04-14T00:00:00.000Z,287.05,288.25,278.05,280.0,48748672,69.3665613886,69.6565452717,67.1916822647,67.6629060749,194994688,0.0,1.0
71,2020-04-15T00:00:00.000Z,284.43,286.33,280.63,282.4,32788641,68.7334299103,69.1925710586,67.8151476136,68.2428738412,131154564,0.0,1.0
72,2020-04-16T00:00:00.000Z,286.69,288.2,282.35,287.38,39281290,69.2795662236,69.6444626099,68.2307911794,69.4463069564,157125160,0.0,1.0
73,2020-04-17T00:00:00.000Z,282.8,286.95,276.86,284.69,53812478,68.3395351356,69.342396065,66.9041149139,68.7962597516,215249912,0.0,1.0
74,2020-04-20T00:00:00.000Z,276.93,281.68,276.85,277.95,32503750,66.9210306404,68.0688835113,66.9016983815,67.1675169411,130015000,0.0,1.0
75,2020-04-21T00:00:00.000Z,268.37,277.25,265.43,276.28,45247893,64.8524789404,66.9983596759,64.1420184266,66.763956037,180991572,0.0,1.0
76,2020-04-22T00:00:00.000Z,276.1,277.9,272.2,273.61,29264342,66.7204584546,67.1554342793,65.7780108342,66.118741897,117057368,0.0,1.0
77,2020-04-23T00:00:00.000Z,275.03,281.75,274.87,275.87,31203582,66.4618894921,68.0857992379,66.4232249743,66.6648782103,124814328,0.0,1.0
78,2020-04-24T00:00:00.000Z,282.97,283.01,277.0,277.2,31627183,68.3806161857,68.3902823152,66.9379463669,66.9862770141,126508732,0.0,1.0
79,2020-04-27T00:00:00.000Z,283.17,284.54,279.95,281.8,29271893,68.4289468329,68.7600117662,67.6508234131,68.0978818997,117087572,0.0,1.0
80,2020-04-28T00:00:00.000Z,278.58,285.83,278.2,285.08,28001187,67.3197584798,69.0717444407,67.2279302501,68.8905045137,112004748,0.0,1.0
81,2020-04-29T00:00:00.000Z,287.73,289.67,283.89,284.73,34320204,69.530885589,69.9996928668,68.6029371629,68.8059258811,137280816,0.0,1.0
82,2020-04-30T00:00:00.000Z,293.8,294.53,288.35,289.96,45765968,70.9977207314,71.1741275937,69.6807105953,70.0697723053,183063872,0.0,1.0
83,2020-05-01T00:00:00.000Z,289.07,299.0,285.85,286.25,60154175,69.8547009252,72.2543175585,69.0765775054,69.1732387998,240616700,0.0,1.0
84,2020-05-04T00:00:00.000Z,293.16,293.69,286.32,289.17,33391986,70.8430626604,70.9711388755,69.1901545263,69.8788662488,133567944,0.0,1.0
85,2020-05-05T00:00:00.000Z,297.56,301.0,294.46,295.06,36937795,71.9063368987,72.7376240305,71.1572118672,71.3022038088,147751180,0.0,1.0
86,2020-05-06T00:00:00.000Z,300.63,303.24,298.87,300.46,35583438,72.6482123332,73.2789272791,72.2229026379,72.6071312831,142333752,0.0,1.0
87,2020-05-07T00:00:00.000Z,303.74,305.17,301.97,303.22,28803764,73.3997538971,73.7453180245,72.9720276694,73.2740942144,115215056,0.0,1.0
88,2020-05-08T00:00:00.000Z,310.13,310.35,304.29,305.64,33511985,75.1420737285,75.1953780081,73.7270873984,74.0541818411,134047940,0.82,1.0
89,2020-05-11T00:00:00.000Z,315.01,317.05,307.24,308.1,36486561,76.3244595661,76.8187356129,74.4418493288,74.6502206035,145946244,0.0,1.0
90,2020-05-12T00:00:00.000Z,311.41,319.69,310.91,317.83,40575263,75.4522077187,77.4583869676,75.3310616288,77.0077235132,162301052,0.0,1.0
91,2020-05-13T00:00:00.000Z,307.65,315.95,303.21,312.15,50155639,74.5411891226,76.5522142151,73.4654118441,75.6315039318,200622556,0.0,1.0
92,2020-05-14T00:00:00.000Z,309.54,309.79,301.53,304.51,39732269,74.9991213424,75.0596943874,73.058360982,73.7803916779,158929076,0.0,1.0
93,2020-05-15T00:00:00.000Z,307.71,307.9,300.21,300.35,41587094,74.5557266533,74.6017621675,72.7385353047,72.7724562098,166348376,0.0,1.0
94,2020-05-18T00:00:00.000Z,314.96,316.5,310.32,313.17,33843125,76.3123449571,76.685474914,75.1881092427,75.8786419552,135372500,0.0,1.0
95,2020-05-19T00:00:00.000Z,313.14,318.52,313.01,315.03,25432385,75.8713731898,77.1749051172,75.8398752064,76.3293054097,101729540,0.0,1.0
96,2020-05-20T00:00:00.000Z,319.23,319.52,316.52,316.68,27876215,77.3469325649,77.4171972971,76.6903207576,76.7290875064,111504860,0.0,1.0
97,2020-05-21T00:00:00.000Z,316.85,320.89,315.87,318.66,25672211,76.7702771769,77.7491375834,76.5328308407,77.2088260224,102688844,0.0,1.0
98,2020-05-22T00:00:00.000Z,318.89,319.23,315.35,315.77,20450754,77.2645532238,77.3469325649,76.4068389072,76.5086016227,81803016,0.0,1.0
99,2020-05-26T00:00:00.000Z,316.73,324.24,316.5,323.5,31380454,76.7412021153,78.5608163858,76.685474914,78.3815201728,125521816,0.0,1.0
100,2020-05-27T00:00:00.000Z,318.11,318.71,313.09,316.14,28236274,77.0755653235,77.2209406314,75.8592585808,76.5982497293,112945096,0.0,1.0
101,2020-05-28T00:00:00.000Z,318.25,323.44,315.63,316.77,33449103,77.1094862287,78.366982642,76.4746807175,76.7508938025,133796412,0.0,1.0
102,2020-05-29T00:00:00.000Z,317.94,321.15,316.47,319.25,38399532,77.0343756529,77.8121335502,76.6782061486,77.3517784085,153598128,0.0,1.0
103,2020-06-01T00:00:00.000Z,321.85,322.35,317.21,317.75,20254653,77.981738076,78.102884166,76.8575023617,76.9883401388,81018612,0.0,1.0
104,2020-06-02T00:00:00.000Z,323.34,323.44,318.93,320.75,21910704,78.342753424,78.366982642,77.274244911,77.7152166782,87642816,0.0,1.0
105,2020-06-03T00:00:00.000Z,325.12,326.2,322.3,324.66,26122804,78.7740335041,79.0357090583,78.090769557,78.6625791013,104491216,0.0,1.0
106,2020-06-04T00:00:00.000Z,322.32,325.62,320.78,324.39,21890091,78.0956154006,78.895179594,77.7224854436,78.5971602128,87560364,0.0,1.0
107,2020-06-05T00:00:00.000Z,331.5,331.75,323.23,323.35,34312550,80.3198576113,80.3804306563,78.3161012842,78.3451763458,137250200,0.0,1.0
108,2020-06-08T00:00:00.000Z,333.46,333.6,327.32,330.25,23913634,80.7947502838,80.828671189,79.3070762997,80.0169923866,95654536,0.0,1.0
109,2020-06-09T00:00:00.000Z,343.99,345.61,332.01,332.14,36928091,83.3460869373,83.7386002686,80.443426623,80.4749246064,147712364,0.0,1.0
110,2020-06-10T00:00:00.000Z,352.84,354.77,346.09,347.9,41662938,85.4903727288,85.9579966358,83.854900515,84.2934493604,166651752,0.0,1.0
111,2020-06-11T00:00:00.000Z,335.9,351.06,335.48,349.31,50415613,81.3859432026,85.0590926487,81.284180487,84.635081334,201662452,0.0,1.0
112,2020-06-12T00:00:00.000Z,338.8,347.8,334.22,344.72,50036513,82.088590524,84.2692201425,80.9788923405,83.5229602286,200146052,0.0,1.0
113,2020-06-15T00:00:00.000Z,342.99,345.68,332.58,333.25,34702230,83.1037947575,83.7555607212,80.5815331655,80.743868926,138808920,0.0,1.0
114,2020-06-16T00:00:00.000Z,352.08,353.2,344.72,351.46,41357182,85.3062306721,85.5775979135,83.5229602286,85.1560095206,165428728,0.0,1.0
115,2020-06-17T00:00:00.000Z,351.59,355.4,351.09,355.15,28601626,85.187507504,86.1106407091,85.0663614141,86.0500676642,114406504,0.0,1.0
116,2020-06-18T00:00:00.000Z,351.73,353.45,349.22,351.41,24205096,85.2214284092,85.6381709585,84.6132750378,85.1438949116,96820384,0.0,1.0
117,2020-06-19T00:00:00.000Z,349.72,356.56,345.15,354.64,66118952,84.7344211277,86.3916996377,83.6271458659,85.9264986524,264475808,0.0,1.0
118,2020-06-22T00:00:00.000Z,358.87,359.46,351.15,351.34,33861316,86.9513945731,87.0943469592,85.0808989449,85.126934459,135445264,0.0,1.0
119,2020-06-23T00:00:00.000Z,366.53,372.38,362.27,364.0,53038869,88.8073526705,90.2247619225,87.7751879845,88.1943534556,212155476,0.0,1.0
120,2020-06-24T00:00:00.000Z,360.06,368.79,358.52,365.0,48155849,87.2397222671,89.3549329969,86.8665923102,88.4366456354,192623396,0.0,1.0
121,2020-06-25T00:00:00.000Z,364.84,365.0,357.57,360.7,34380628,88.3978788866,88.4366456354,86.6364147393,87.3947892622,137522512,0.0,1.0
122,2020-06-26T00:00:00.000Z,353.63,365.32,353.02,364.41,51314211,85.6817835508,88.514179133,85.5339853211,88.2936932493,205256844,0.0,1.0
123,2020-06-29T00:00:00.000Z,361.78,362.1736,351.28,353.25,32661519,87.6564648164,87.7518310184,85.1123969282,85.5897125225,130646076,0.0,1.0
124,2020-06-30T00:00:00.000Z,364.8,365.98,360.0,360.08,35055821,88.3881871994,88.6740919716,87.2251847363,87.2445681107,140223284,0.0,1.0
125,2020-07-01T00:00:00.000Z,364.11,367.36,363.91,365.12,27690454,88.2210055954,89.0084551798,88.1725471594,88.465720697,110761816,0.0,1.0
126,2020-07-02T00:00:00.000Z,364.11,370.47,363.64,367.85,28814516,88.2210055954,89.761983859,88.1071282708,89.1271783479,115258064,0.0,1.0
127,2020-07-06T00:00:00.000Z,373.85,375.78,369.87,370.0,29745936,90.5809314268,91.0485553339,89.6166085511,89.6481065345,118983744,0.0,1.0
128,2020-07-07T00:00:00.000Z,372.69,378.62,372.23,375.41,28206999,90.2998724982,91.7366651246,90.1884180955,90.9589072274,112827996,0.0,1.0
129,2020-07-08T00:00:00.000Z,381.37,381.5,376.36,376.72,29274479,92.4029686191,92.4344666025,91.1890847982,91.2763099829,117097916,0.0,1.0
130,2020-07-09T00:00:00.000Z,383.01,385.27,378.69,385.05,31420357,92.800327794,93.3479081204,91.7536255772,93.2946038409,125681428,0.0,1.0
131,2020-07-10T00:00:00.000Z,383.68,383.92,378.82,381.34,22564330,92.9626635545,93.0208136777,91.7851235606,92.3956998537,90257320,0.0,1.0
132,2020-07-13T00:00:00.000Z,381.91,399.82,381.03,389.06,47913079,92.5338063962,96.8732593368,92.320589278,94.2661954819,191652316,0.0,1.0
133,2020-07-14T00:00:00.000Z,388.23,389.02,375.51,379.36,42748119,94.0650929727,94.2565037948,90.9831364453,91.9159613377,170992476,0.0,1.0
134,2020-07-15T00:00:00.000Z,390.9,396.99,385.96,395.96,38306874,94.7120130928,96.1875724679,93.5150897245,95.9380115227,153227496,0.0,1.0
135,2020-07-16T00:00:00.000Z,386.09,389.62,383.62,386.25,27645927,93.5465877079,94.4018791027,92.9481260237,93.5853544566,110583708,0.0,1.0
136,2020-07-17T00:00:00.000Z,385.31,388.59,383.36,387.95,23046755,93.3575998076,94.1523181574,92.885130057,93.9972511623,92187020,0.0,1.0
137,2020-07-20T00:00:00.000Z,393.43,394.0,384.25,385.67,22397208,95.3250123078,95.4631188503,93.100770097,93.4448249923,89588832,0.0,1.0
138,2020-07-21T00:00:00.000Z,388.0,397.0,386.97,396.69,25627347,94.0093657713,96.1899953897,93.7598048261,96.114884814,102509388,0.0,1.0
139,2020-07-22T00:00:00.000Z,389.09,391.9,386.41,386.77,22250413,94.2734642473,94.9543052726,93.6241212054,93.7113463902,89001652,0.0,1.0
140,2020-07-23T00:00:00.000Z,371.38,388.31,368.039,387.9935,49251108,89.9824697427,94.0844763471,89.1729715699,94.0077908722,197004432,0.0,1.0
141,2020-07-24T00:00:00.000Z,370.46,371.88,356.58,363.95,46359716,89.7595609372,90.1036158326,86.3965454813,88.1822388466,185438864,0.0,1.0
142,2020-07-27T00:00:00.000Z,379.24,379.62,373.92,374.84,30303548,91.8868862761,91.9789573044,90.5978918794,90.8208006849,121214192,0.0,1.0
143,2020-07-28T00:00:00.000Z,373.01,378.1986,372.99,377.47,25906375,90.3774059958,91.6345632,90.3725601522,91.4580291178,103625500,0.0,1.0
144,2020-07-29T00:00:00.000Z,380.16,380.92,374.85,375.0,22582314,92.1097950815,92.2939371382,90.8232236067,90.8595674336,90329256,0.0,1.0
145,2020-07-30T00:00:00.000Z,384.76,385.19,375.07,376.75,39532505,93.2243391087,93.328524746,90.8765278862,91.2835787483,158130020,0.0,1.0
146,2020-07-31T00:00:00.000Z,425.04,425.66,403.3,411.535,93573867,102.983868112,103.1340892635,97.7164361226,99.7117122235,374295468,0.0,1.0
147,2020-08-03T00:00:00.000Z,435.75,446.5457,431.57,432.8,77037847,105.5788173579,108.1945310436,104.5660360462,104.8640554274,308151388,0.0,1.0
148,2020-08-04T00:00:00.000Z,438.66,443.16,433.55,436.53,43198092,106.2838876012,107.3742024104,105.0457745623,105.7678052581,172792368,0.0,1.0
149,2020-08-05T00:00:00.000Z,440.25,441.57,435.59,437.51,30497988,106.6691321671,106.9889578445,105.5400506091,106.0052515944,121991952,0.0,1.0
150,2020-08-06T00:00:00.000Z,455.61,457.65,439.19,441.62,50607225,110.3907400492,110.885016096,106.4123024565,107.0010724534,202428900,0.0,1.0
151,2020-08-07T00:00:00.000Z,444.45,454.7,441.17,452.82,49511403,107.8854389098,110.3735157437,107.089254323,109.9171660415,198045612,0.82,1.0
152,2020-08-10T00:00:00.000Z,450.91,455.1,440.0,450.4,53100856,109.4535341632,110.470611425,106.8052494551,109.3297371695,212403424,0.0,1.0
153,2020-08-11T00:00:00.000Z,437.5,449.93,436.4267,447.875,46975594,106.1984014468,109.2156497439,105.9378694599,108.7168206811,187902376,0.0,1.0
154,2020-08-12T00:00:00.000Z,452.04,453.1,441.19,441.99,41486205,109.7278294629,109.9851330184,107.094109107,107.2883004697,165944820,0.0,1.0
155,2020-08-13T00:00:00.000Z,460.04,464.17,455.71,457.72,52520516,111.6697430894,112.672255999,110.618682339,111.1065881377,210082064,0.0,1.0
156,2020-08-14T00:00:00.000Z,459.63,460.0,452.18,459.315,41391302,111.570220016,111.6600335212,109.7618129514,111.493757167,165565208,0.0,1.0
157,2020-08-17T00:00:00.000Z,458.43,464.35,455.8501,464.25,29431414,111.278932972,112.7159490556,110.6526901014,112.6916751353,117725656,0.0,1.0
158,2020-08-18T00:00:00.000Z,462.25,464.0,456.03,457.41,26408385,112.2061967287,112.6309903345,110.6963588841,111.0313389847,105633540,0.0,1.0
159,2020-08-19T00:00:00.000Z,462.83,468.65,462.44,463.933,36384502,112.3469854666,113.7597276298,112.2523171773,112.6147268078,145538008,0.0,1.0
160,2020-08-20T00:00:00.000Z,473.1,473.568,462.9335,463.0,31726797,114.8399170845,114.9535190317,112.3721089741,112.3882511311,126907188,0.0,1.0
161,2020-08-21T00:00:00.000Z,497.48,499.472,477.0,477.05,84513660,120.7578988612,121.2414353542,115.7865999774,115.7987369376,338054640,0.0,1.0
162,2020-08-24T00:00:00.000Z,503.43,515.14,495.745,514.79,86484442,122.2021971209,125.0446731916,120.3367463434,124.9597144704,345937768,0.0,1.0
163,2020-08-25T00:00:00.000Z,499.3,500.7172,492.21,498.79,52873947,121.1996842112,121.5436942101,119.4786632597,121.0758872175,211495788,0.0,1.0
164,2020-08-26T00:00:00.000Z,506.09,507.97,500.33,504.7165,40755567,122.8478834016,123.3042331039,121.4497055906,122.5144811059,163022268,0.0,1.0
165,2020-08-27T00:00:00.000Z,500.04,509.94,495.33,508.57,38888096,121.3793112216,123.7824293344,120.2360095741,123.4498766258,155552384,0.0,1.0
166,2020-08-28T00:00:00.000Z,499.23,505.77,498.31,504.05,46907479,121.182692467,122.7702068566,120.9593723999,122.3526954269,187629916,0.0,1.0
167,2020-08-31T00:00:00.000Z,129.04,131.0,126.0,127.58,223505733,125.2922671789,127.1953425329,122.3405584667,123.8746702316,223505733,0.0,4.0
168,2020-09-01T00:00:00.000Z,134.18,134.8,130.53,132.76,152470142,130.2829851989,130.8849784231,126.7389928307,128.9042265242,152470142,0.0,1.0
169,2020-09-02T00:00:00.000Z,131.4,137.98,127.0,137.59,200118991,127.5837252582,133.9726210892,123.31151528,133.593947932,200118991,0.0,1.0
170,2020-09-03T00:00:00.000Z,120.88,128.84,120.5,126.91,257599640,117.369259583,125.0980758163,117.000295994,123.2241291668,257599640,0.0,1.0
171,2020-09-04T00:00:00.000Z,120.96,123.7,110.89,120.07,332607163,117.4469361281,120.1073577963,107.6694010189,116.5827845643,332607163,0.0,1.0
172,2020-09-08T00:00:00.000Z,112.82,118.99,112.68,113.95,231366563,109.5433476684,115.534151206,109.4074137145,110.6405288673,231366563,0.0,1.0
173,2020-09-09T00:00:00.000Z,117.32,119.14,115.26,117.26,176940455,113.9126533279,115.679794728,111.9124822927,113.8543959191,176940455,0.0,1.0
174,2020-09-10T00:00:00.000Z,113.49,120.5,112.5,120.36,182274391,110.1938887333,117.000295994,109.2326414882,116.8643620401,182274391,0.0,1.0
175,2020-09-11T00:00:00.000Z,112.0,115.23,110.0,114.57,180860325,108.7471630815,111.8833535883,106.8052494551,111.2425220915,180860325,0.0,1.0
176,2020-09-14T00:00:00.000Z,115.355,115.93,112.8,114.72,140150087,112.0047231899,112.5630233575,109.5239285321,111.3881656135,140150087,0.0,1.0
177,2020-09-15T00:00:00.000Z,115.54,118.829,113.61,118.33,184642039,112.1843502004,115.3778271591,110.3104035508,114.8933197093,184642039,0.0,1.0
178,2020-09-16T00:00:00.000Z,112.13,116.0,112.04,115.23,155026675,108.8733874673,112.6309903345,108.7860013541,111.8833535883,155026675,0.0,1.0
179,2020-09-17T00:00:00.000Z,110.34,112.2,108.71,109.72,178010968,107.1353747716,108.9413544442,105.552715166,106.5333815474,178010968,0.0,1.0
180,2020-09-18T00:00:00.000Z,106.84,110.88,106.09,110.4,287104882,103.7370259253,107.6596914507,103.0088083154,107.1936321804,287104882,0.0,1.0
181,2020-09-21T00:00:00.000Z,110.08,110.19,103.1,104.54,195713815,106.8829260001,106.9897312496,100.1056474438,101.5038252549,195713815,0.0,1.0
182,2020-09-22T00:00:00.000Z,111.81,112.86,109.16,112.68,183055373,108.562681287,109.5821859409,105.989645732,109.4074137145,183055373,0.0,1.0
183,2020-09-23T00:00:00.000Z,107.12,112.11,106.77,111.62,150718671,104.008893833,108.853968331,103.6690589484,108.3781994925,150718671,0.0,1.0
184,2020-09-24T00:00:00.000Z,108.22,110.25,105.0,105.17,167743349,105.0769463275,107.0479886584,101.9504653889,102.1155280472,167743349,0.0,1.0
185,2020-09-25T00:00:00.000Z,112.28,112.44,107.67,108.43,149981441,109.0190309892,109.1743840794,104.5429200803,105.2808472583,149981441,0.0,1.0
186,2020-09-28T00:00:00.000Z,114.96,115.32,112.78,115.01,137672403,111.6211952487,111.9707397015,109.5045093959,111.6697430894,137672403,0.0,1.0
187,2020-09-29T00:00:00.000Z,114.09,115.31,113.57,114.55,100060526,110.7764628212,111.9610301333,110.2715652783,111.2231029553,100060526,0.0,1.0
188,2020-09-30T00:00:00.000Z,115.81,117.26,113.62,113.79,142675184,112.4465085399,113.8543959191,110.320113119,110.4851757772,142675184,0.0,1.0
189,2020-10-01T00:00:00.000Z,116.79,117.72,115.83,117.64,116120440,113.3980462169,114.3010360532,112.4659276762,114.2233595081,116120440,0.0,1.0
190,2020-10-02T00:00:00.000Z,113.02,115.37,112.22,112.89,144711986,109.737539031,112.0192875421,108.9607735805,109.6113146453,144711986,0.0,1.0
191,2020-10-05T00:00:00.000Z,116.5,116.65,113.55,113.91,106243839,113.1164687411,113.2621122631,110.252146142,110.6016905948,106243839,0.0,1.0
192,2020-10-06T00:00:00.000Z,113.16,116.12,112.25,115.7,161498212,109.8734729849,112.747505152,108.9899022848,112.3397032905,161498212,0.0,1.0
193,2020-10-07T00:00:00.000Z,115.08,115.55,114.13,114.62,96848985,111.7377100663,112.1940597685,110.8153010937,111.2910699322,96848985,0.0,1.0
194,2020-10-08T00:00:00.000Z,114.97,116.4,114.5901,116.25,83477153,111.6309048168,113.0193730597,111.2620383235,112.8737295378,83477153,0.0,1.0
195,2020-10-09T00:00:00.000Z,116.97,117.0,114.92,115.28,100506865,113.5728184433,113.6019471477,111.5823569762,111.9319014289,100506865,0.0,1.0
196,2020-10-12T00:00:00.000Z,124.4,125.18,119.2845,120.06,240226769,120.7870275656,121.5443738799,115.8200979875,116.5730749962,240226769,0.0,1.0
197,2020-10-13T00:00:00.000Z,121.1,125.39,119.65,125.27,262330451,117.5828700819,121.7482748107,116.1749827027,121.6317599931,262330451,0.0,1.0
198,2020-10-14T00:00:00.000Z,121.19,123.03,119.62,121.0,151062308,117.6702561951,119.4568167314,116.1458539983,117.4857744006,151062308,0.0,1.0
199,2020-10-15T00:00:00.000Z,120.71,121.2,118.15,118.72,112559219,117.2041969248,117.6799657632,114.7185474829,115.2719928664,112559219,0.0,1.0
200,2020-10-16T00:00:00.000Z,119.02,121.548,118.81,121.28,115393808,115.5632799104,118.0178587342,115.3593789796,117.7576423083,115393808,0.0,1.0
201,2020-10-19T00:00:00.000Z,115.98,120.419,115.66,119.96,120639337,112.6115711982,116.9216484921,112.300865018,116.4759793148,120639337,0.0,1.0
202,2020-10-20T00:00:00.000Z,117.51,118.98,115.63,116.2,124423728,114.0971351224,115.5244416379,112.2717363136,112.8251816971,124423728,0.0,1.0
203,2020-10-21T00:00:00.000Z,116.87,118.705,116.45,116.67,89945980,113.475722762,115.2574285142,113.0679209004,113.2815313993,89945980,0.0,1.0
204,2020-10-22T00:00:00.000Z,115.75,118.04,114.59,117.45,101987954,112.3882511311,114.6117422334,111.2619412278,114.0388777136,101987954,0.0,1.0
205,2020-10-23T00:00:00.000Z,115.04,116.55,114.28,116.39,82572645,111.6988717938,113.1650165817,110.9609446157,113.0096634916,82572645,0.0,1.0
206,2020-10-26T00:00:00.000Z,115.05,116.55,112.88,114.01,111850657,111.7085813619,113.1650165817,109.6016050772,110.6987862761,111850657,0.0,1.0
207,2020-10-27T00:00:00.000Z,116.6,117.28,114.5399,115.49,92276772,113.2135644224,113.8738150554,111.2132962915,112.1358023597,92276772,0.0,1.0
208,2020-10-28T00:00:00.000Z,111.2,115.43,111.1,115.05,143937823,107.970397631,112.0775449509,107.8733019496,111.7085813619,143937823,0.0,1.0
209,2020-10-29T00:00:00.000Z,115.32,116.93,112.2,112.37,146129173,111.9707397015,113.5339801708,108.9413544442,109.1064171024,146129173,0.0,1.0
210,2020-10-30T00:00:00.000Z,108.86,111.99,107.72,111.06,190573476,105.698358688,108.7374535134,104.5914679209,107.8344636771,190573476,0.0,1.0
211,2020-11-02T00:00:00.000Z,108.77,110.68,107.32,109.11,122866899,105.6109725748,107.4655000881,104.2030851956,105.9410978913,122866899,0.0,1.0
212,2020-11-03T00:00:00.000Z,110.44,111.49,108.73,109.66,107624448,107.2324704529,108.2519751068,105.5721343023,106.4751241386,107624448,0.0,1.0
213,2020-11-04T00:00:00.000Z,114.95,115.59,112.35,114.14,138235482,111.6114856806,112.232898041,109.0869979662,110.8250106619,138235482,0.0,1.0
214,2020-11-05T00:00:00.000Z,119.03,119.62,116.8686,117.95,126387074,115.5729894785,116.1458539983,113.4743634224,114.5243561202,126387074,0.0,1.0
215,2020-11-06T00:00:00.000Z,118.69,119.2,116.13,118.32,114457922,115.4419103087,115.9379535665,112.9519676818,115.0820357885,114457922,0.205,1.0
216,2020-11-09T00:00:00.000Z,116.32,121.99,116.05,120.5,154515315,113.1367681112,118.6516019763,112.8741569747,117.2023775567,154515315,0.0,1.0
217,2020-11-10T00:00:00.000Z,115.97,117.59,114.13,115.55,138023390,112.7963462676,114.3720130862,111.0067000045,112.3878400554,138023390,0.0,1.0
218,2020-11-11T00:00:00.000Z,119.49,119.63,116.44,117.19,112294954,116.2200173797,116.3561861171,113.2534841718,113.9829595508,112294954,0.0,1.0
219,2020-11-12T00:00:00.000Z,119.21,120.53,118.57,119.62,103350674,115.9476799048,117.2315565719,115.3251942481,116.3464597787,103350674,0.0,1.0
220,2020-11-13T00:00:00.000Z,119.26,119.6717,117.87,119.44,81688586,115.9963115968,116.3967449481,114.6443505611,116.1713856877,81688586,0.0,1.0
221,2020-11-16T00:00:00.000Z,120.3,120.99,118.146,118.92,91183018,117.007850789,117.6789681376,114.9127975005,115.6656160916,91183018,0.0,1.0
222,2020-11-17T00:00:00.000Z,119.39,120.6741,118.96,119.55,74270973,116.1227539958,117.371713108,115.7045214452,116.27837541,74270973,0.0,1.0
223,2020-11-18T00:00:00.000Z,118.03,119.82,118.0,118.61,76322111,114.7999719752,116.5409865464,114.7707929601,115.3640996017,76322111,0.0,1.0
224,2020-11-19T00:00:00.000Z,118.64,119.06,116.81,117.59,74112972,115.3932786168,115.801784829,113.6133586921,114.3720130862,74112972,0.0,1.0
225,2020-11-20T00:00:00.000Z,117.34,118.77,117.29,118.64,73604287,114.1288546266,115.5197210158,114.0802229346,115.3932786168,73604287,0.0,1.0
226,2020-11-23T00:00:00.000Z,113.85,117.6202,113.75,117.18,127959318,110.7343625297,114.4013866282,110.6370991458,113.9732332124,127959318,0.0,1.0
227,2020-11-24T00:00:00.000Z,115.17,115.85,112.59,113.91,113226248,112.0182391967,112.679630207,109.508843893,110.79272056,113226248,0.0,1.0
228,2020-11-25T00:00:00.000Z,116.03,116.75,115.17,115.55,76499234,112.854704298,113.5550006618,112.0182391967,112.3878400554,76499234,0.0,1.0
229,2020-11-27T00:00:00.000Z,116.59,117.49,116.22,116.57,46691331,113.3993792476,114.2747497024,113.0395047273,113.3799265708,46691331,0.0,1.0
230,2020-11-30T00:00:00.000Z,119.05,120.97,116.81,116.97,169410176,115.7920584907,117.6595154609,113.6133586921,113.7689801063,169410176,0.0,1.0
231,2020-12-01T00:00:00.000Z,122.72,123.4693,120.01,121.01,125920963,119.3616246785,120.0904192138,116.7257869758,117.6984208144,125920963,0.0,1.0
232,2020-12-02T00:00:00.000Z,123.08,123.37,120.89,122.02,89004195,119.7117728604,119.9938366736,117.5817047538,118.6807809914,89004195,0.0,1.0
233,2020-12-03T00:00:00.000Z,122.94,123.78,122.21,123.52,78967630,119.575604123,120.3926165475,118.8655814208,120.1397317494,78967630,0.0,1.0
234,2020-12-04T00:00:00.000Z,122.25,122.8608,121.52,122.6,78260421,118.9044867743,119.498571523,118.1944640721,119.2449086179,78260421,0.0,1.0
